Date,Date,Open,High,Low,Close,Adj Close,Volume
11/8/17,2017,43.665001,44.060001,43.5825,44.060001,41.815815,97638000
11/9/17,2017,43.7775,44.025002,43.285,43.970001,41.730412,117930400
11/10/17,2017,43.7775,43.845001,43.567501,43.6675,41.592293,100582000
11/13/17,2017,43.375,43.625,43.349998,43.4925,41.42561,67928400
11/14/17,2017,43.259998,43.369999,42.794998,42.834999,40.799362,99130000
11/15/17,2017,42.4925,42.580002,42.095001,42.27,40.261208,116632400
11/16/17,2017,42.794998,42.967499,42.575001,42.775002,40.742214,94550000
11/17/17,2017,42.759998,42.8475,42.41,42.537498,40.515991,87598000
11/20/17,2017,42.572498,42.639999,42.389999,42.494999,40.475517,65049600
11/21/17,2017,42.695,43.424999,42.695,43.285,41.227978,100525200
11/22/17,2017,43.34,43.75,43.262501,43.740002,41.661343,102355600
11/24/17,2017,43.775002,43.875,43.662498,43.7425,41.663727,56106800
11/27/17,2017,43.762501,43.77,43.334999,43.522499,41.454185,82867200
11/28/17,2017,43.575001,43.717499,42.965,43.267502,41.211304,105715200
11/29/17,2017,43.157501,43.23,41.790001,42.369999,40.356453,166665600
11/30/17,2017,42.607498,43.035,42.110001,42.962502,40.920803,166108800
12/1/17,2017,42.487499,42.9175,42.125,42.762501,40.730301,159037200
12/4/17,2017,43.119999,43.154999,42.407501,42.450001,40.432648,130169600
12/5/17,2017,42.264999,42.880001,42.099998,42.41,40.394554,109400800
12/6/17,2017,41.875,42.549999,41.615002,42.252499,40.244537,114240000
12/7/17,2017,42.2575,42.610001,42.227501,42.330002,40.318352,102693200
12/8/17,2017,42.622501,42.75,42.205002,42.342499,40.330265,93420800
12/11/17,2017,42.299999,43.2225,42.197498,43.1675,41.116055,141095200
12/12/17,2017,43.037498,43.0975,42.865002,42.924999,40.88509,77636800
12/13/17,2017,43.125,43.384998,43,43.067501,41.020809,95273600
12/14/17,2017,43.099998,43.282501,42.912498,43.055,41.008907,81906000
12/15/17,2017,43.407501,43.5425,43.115002,43.4925,41.42561,160677200
12/18/17,2017,43.720001,44.299999,43.715,44.105,42.008999,117684400
12/19/17,2017,43.7575,43.8475,43.522499,43.634998,41.56134,109745600
12/20/17,2017,43.717499,43.855,43.3125,43.587502,41.516094,93902400
12/21/17,2017,43.5425,44.005001,43.525002,43.752499,41.673248,83799600
12/22/17,2017,43.669998,43.855,43.625,43.752499,41.673248,65397600
12/26/17,2017,42.700001,42.8675,42.419998,42.642502,40.616009,132742000
12/27/17,2017,42.525002,42.695,42.427502,42.650002,40.623146,85992800
12/28/17,2017,42.75,42.962502,42.619999,42.77,40.737453,65920800
12/29/17,2017,42.630001,42.647499,42.305,42.307499,40.296932,103999600
1/2/18,2018,42.540001,43.075001,42.314999,43.064999,41.018433,102223600
1/3/18,2018,43.1325,43.637501,42.990002,43.057499,41.011288,118071600
1/4/18,2018,43.134998,43.3675,43.02,43.2575,41.201775,89738400
1/5/18,2018,43.360001,43.842499,43.262501,43.75,41.670876,94640000
1/8/18,2018,43.587502,43.9025,43.482498,43.587502,41.516094,82271200
1/9/18,2018,43.637501,43.764999,43.352501,43.5825,41.511337,86336000
1/10/18,2018,43.290001,43.575001,43.25,43.572498,41.501816,95839600
1/11/18,2018,43.647499,43.872501,43.622501,43.82,41.737537,74670800
1/12/18,2018,44.044998,44.34,43.912498,44.272499,42.168549,101672400
1/16/18,2018,44.474998,44.8475,44.035,44.047501,41.954239,118263600
1/17/18,2018,44.037498,44.8125,43.767502,44.775002,42.647167,137547200
1/18/18,2018,44.842499,45.025002,44.5625,44.814999,42.685265,124773600
1/19/18,2018,44.6525,44.895,44.352501,44.615002,42.494766,129700400
1/22/18,2018,44.325001,44.445,44.150002,44.25,42.147114,108434400
1/23/18,2018,44.325001,44.860001,44.205002,44.259998,42.156639,130756400
1/24/18,2018,44.3125,44.325001,43.299999,43.555,41.485138,204420400
1/25/18,2018,43.627499,43.737499,42.6325,42.7775,40.744591,166116000
1/26/18,2018,43,43,42.514999,42.877499,40.839836,156572000
1/29/18,2018,42.540001,42.540001,41.767502,41.990002,39.994514,202561600
1/30/18,2018,41.3825,41.842499,41.174999,41.7425,39.75877,184192800
1/31/18,2018,41.717499,42.110001,41.625,41.857498,39.868309,129915600
2/1/18,2018,41.7925,42.154999,41.689999,41.945,39.951653,188923200
2/2/18,2018,41.5,41.700001,40.025002,40.125,38.218151,346375200
2/5/18,2018,39.775002,40.970001,39,39.122501,37.26329,290954000
2/6/18,2018,38.7075,40.93,38.5,40.7575,38.820587,272975200
2/7/18,2018,40.772499,40.849998,39.767502,39.884998,37.989548,206434400
2/8/18,2018,40.072498,40.25,38.7575,38.787498,36.944214,217562000
2/9/18,2018,39.267502,39.4725,37.560001,39.102501,37.396076,282690400
2/12/18,2018,39.625,40.9725,39.377499,40.677502,38.902359,243278000
2/13/18,2018,40.487499,41.1875,40.412498,41.084999,39.292072,130196800
2/14/18,2018,40.759998,41.884998,40.720001,41.842499,40.016521,162579600
2/15/18,2018,42.447498,43.272499,42.25,43.247501,41.360195,204588800
2/16/18,2018,43.09,43.705002,42.942501,43.107498,41.226299,160704400
2/20/18,2018,43.012501,43.564999,42.855,42.962502,41.087646,135722000
2/21/18,2018,43.2075,43.529999,42.752499,42.767502,40.90115,149886400
2/22/18,2018,42.950001,43.487499,42.927502,43.125,41.24305,123967600
2/23/18,2018,43.4175,43.912498,43.384998,43.875,41.960312,135249600
2/26/18,2018,44.087502,44.8475,44.052502,44.7425,42.789955,152648800
2/27/18,2018,44.775002,45.119999,44.540001,44.5975,42.651295,155712400
2/28/18,2018,44.814999,45.154999,44.512501,44.529999,42.586727,151128400
3/1/18,2018,44.634998,44.945,43.165001,43.75,41.840775,195208000
3/2/18,2018,43.200001,44.075001,43.112499,44.052502,42.130074,153816000
3/5/18,2018,43.802502,44.435001,43.630001,44.205002,42.275917,113605600
3/6/18,2018,44.477501,44.5625,44.032501,44.1675,42.240055,95154000
3/7/18,2018,43.735001,43.962502,43.567501,43.7575,41.847942,126814000
3/8/18,2018,43.869999,44.279999,43.767502,44.235001,42.304611,95096400
3/9/18,2018,44.490002,45,44.3475,44.994999,43.031433,128740800
3/12/18,2018,45.072498,45.5975,45.052502,45.43,43.447464,128828400
3/13/18,2018,45.647499,45.875,44.810001,44.9925,43.029034,126774000
3/14/18,2018,45.080002,45.130001,44.452499,44.610001,42.663239,117473600
3/15/18,2018,44.625,45.060001,44.517502,44.662498,42.713448,90975200
3/16/18,2018,44.662498,44.779999,44.404999,44.505001,42.562828,157618800
3/19/18,2018,44.330002,44.3675,43.415001,43.825001,41.912506,133787200
3/20/18,2018,43.810001,44.200001,43.735001,43.810001,41.898148,78597600
3/21/18,2018,43.759998,43.772499,42.814999,42.817501,40.948971,148219600
3/22/18,2018,42.5,43.169998,42.150002,42.212502,40.370365,165963200
3/23/18,2018,42.0975,42.48,41.235001,41.235001,39.435524,164115200
3/26/18,2018,42.017502,43.275002,41.610001,43.192501,41.307602,150164800
3/27/18,2018,43.419998,43.787498,41.73,42.084999,40.248428,163690400
3/28/18,2018,41.8125,42.505001,41.297501,41.619999,39.803726,166674000
3/29/18,2018,41.952499,42.9375,41.724998,41.945,40.11454,153594000
4/2/18,2018,41.66,42.235001,41.1175,41.669998,39.851543,150347200
4/3/18,2018,41.91,42.1875,41.220001,42.0975,40.260384,121112000
4/4/18,2018,41.220001,43.002499,41.192501,42.9025,41.030254,138422000
4/5/18,2018,43.145,43.557499,43.02,43.200001,41.314781,107732800
4/6/18,2018,42.7425,43.119999,42.049999,42.095001,40.258003,140021200
4/9/18,2018,42.470001,43.272499,42.462502,42.512501,40.65728,116070800
4/10/18,2018,43.25,43.5,42.8825,43.3125,41.422363,113634400
4/11/18,2018,43.057499,43.48,42.924999,43.110001,41.228691,89726400
4/12/18,2018,43.352501,43.75,43.259998,43.535,41.635162,91557200
4/13/18,2018,43.695,43.959999,43.462502,43.682499,41.776215,100497200
4/16/18,2018,43.7575,44.047501,43.7075,43.955002,42.036831,86313600
4/17/18,2018,44.122501,44.735001,44.102501,44.560001,42.615425,106421600
4/18/18,2018,44.452499,44.705002,44.220001,44.459999,42.519798,83018000
4/19/18,2018,43.439999,43.8475,43.165001,43.200001,41.314781,139235200
4/20/18,2018,42.650002,42.805,41.357498,41.43,39.622013,261964400
4/23/18,2018,41.7075,41.73,41.022499,41.310001,39.507252,146062000
4/24/18,2018,41.4175,41.5825,40.305,40.735001,38.957348,134768000
4/25/18,2018,40.654999,41.355,40.602501,40.912498,39.127102,113528400
4/26/18,2018,41.029999,41.432499,40.842499,41.055,39.263374,111852000
4/27/18,2018,41,41.0825,40.157501,40.580002,38.809109,142623200
4/30/18,2018,40.532501,41.814999,40.459999,41.314999,39.512028,169709600
5/1/18,2018,41.602501,42.299999,41.317501,42.275002,40.430149,214277600
5/2/18,2018,43.807499,44.4375,43.450001,44.142502,42.216148,266157600
5/3/18,2018,43.970001,44.375,43.610001,44.2225,42.292648,136272800
5/4/18,2018,44.5625,46.0625,44.5425,45.9575,43.951935,224805200
5/7/18,2018,46.294998,46.9175,46.1875,46.290001,44.269924,169805600
5/8/18,2018,46.247501,46.555,45.9175,46.512501,44.482716,113611200
5/9/18,2018,46.637501,46.849998,46.305,46.84,44.795929,92844800
5/10/18,2018,46.935001,47.592499,46.912498,47.509998,45.43668,111957200
5/11/18,2018,47.372501,47.514999,46.862499,47.147499,45.263878,104848800
5/14/18,2018,47.252499,47.3825,46.965,47.037498,45.158264,83115200
5/15/18,2018,46.695,46.767502,46.275002,46.610001,44.747852,94780800
5/16/18,2018,46.517502,47.115002,46.5,47.044998,45.16547,76732400
5/17/18,2018,47,47.227501,46.59,46.747501,44.879852,69176000
5/18/18,2018,46.797501,46.952499,46.532501,46.577499,44.716652,73190800
5/21/18,2018,47,47.317501,46.727501,46.907501,45.03347,73603200
5/22/18,2018,47.095001,47.220001,46.695,46.790001,44.920662,60962800
5/23/18,2018,46.587502,47.125,46.439999,47.09,45.208675,80233600
5/24/18,2018,47.192501,47.209999,46.552502,47.037498,45.158264,92936000
5/25/18,2018,47.057499,47.412498,46.912498,47.145,45.261478,69844000
5/29/18,2018,46.900002,47.1875,46.717499,46.974998,45.098267,90056400
5/30/18,2018,46.93,47,46.695,46.875,45.002254,74762000
5/31/18,2018,46.805,47.057499,46.535,46.717499,44.851063,109931200
6/1/18,2018,46.997501,47.564999,46.9375,47.560001,45.659901,93770000
6/4/18,2018,47.91,48.355,47.837502,47.9575,46.041523,105064800
6/5/18,2018,48.267502,48.485001,48.09,48.327499,46.396732,86264000
6/6/18,2018,48.407501,48.52,47.98,48.494999,46.557552,83734400
6/7/18,2018,48.535,48.549999,48.084999,48.365002,46.432743,85388800
6/8/18,2018,47.7925,48,47.442501,47.924999,46.010307,106627200
6/11/18,2018,47.837502,47.9925,47.552502,47.807499,45.897499,73234000
6/12/18,2018,47.8475,48.1525,47.787498,48.07,46.149521,67644400
6/13/18,2018,48.105,48.220001,47.610001,47.674999,45.770294,86553600
6/14/18,2018,47.887501,47.892502,47.555,47.700001,45.794308,86440400
6/15/18,2018,47.5075,47.540001,47.064999,47.209999,45.323875,246876800
6/18/18,2018,46.970001,47.305,46.799999,47.185001,45.29987,73939600
6/19/18,2018,46.285,46.5825,45.862499,46.422501,44.567837,134314000
6/20/18,2018,46.587502,46.799999,46.432499,46.625,44.762257,82514800
6/21/18,2018,46.8125,47.087502,46.235001,46.365002,44.512646,102847600
6/22/18,2018,46.529999,46.537498,46.174999,46.23,44.383034,108801600
6/25/18,2018,45.849998,46.23,45.182499,45.5425,43.722996,126652400
6/26/18,2018,45.747501,46.6325,45.634998,46.107498,44.265427,98276800
6/27/18,2018,46.307499,46.82,46.0075,46.040001,44.200626,101141200
6/28/18,2018,46.025002,46.552502,45.950001,46.375,44.522236,69460800
6/29/18,2018,46.572498,46.797501,45.727501,46.2775,44.428642,90950800
7/2/18,2018,45.955002,46.825001,45.855,46.794998,44.925457,70925200
7/3/18,2018,46.947498,46.987499,45.884998,45.98,44.143028,55819200
7/5/18,2018,46.314999,46.602501,46.07,46.349998,44.498241,66416800
7/6/18,2018,46.355,47.107498,46.299999,46.9925,45.11507,69940800
7/9/18,2018,47.375,47.669998,47.325001,47.645,45.741505,79026400
7/10/18,2018,47.677502,47.82,47.544998,47.587502,45.686298,63756400
7/11/18,2018,47.125,47.445,46.9025,46.970001,45.093479,75326000
7/12/18,2018,47.3825,47.852501,47.327499,47.7575,45.849495,72164400
7/13/18,2018,47.77,47.959999,47.724998,47.8325,45.921505,50055600
7/16/18,2018,47.880001,48.162498,47.605,47.727501,45.820713,60172400
7/17/18,2018,47.4375,47.967499,47.299999,47.862499,45.950314,62138000
7/18/18,2018,47.945,47.950001,47.482498,47.599998,45.698299,65573600
7/19/18,2018,47.422501,48.137501,47.422501,47.970001,46.053516,81147200
7/20/18,2018,47.945,48.107498,47.5425,47.860001,45.947914,82704800
7/23/18,2018,47.669998,47.990002,47.389999,47.9025,45.988708,63957600
7/24/18,2018,48.112499,48.415001,48.012501,48.25,46.322338,74791600
7/25/18,2018,48.264999,48.712502,48.107498,48.705002,46.759155,66839600
7/26/18,2018,48.6525,48.990002,48.4025,48.552502,46.612747,76304000
7/27/18,2018,48.747501,48.797501,47.525002,47.744999,45.837505,96096000
7/30/18,2018,47.974998,48.049999,47.267502,47.477501,45.580688,84118000
7/31/18,2018,47.575001,48.035,47.334999,47.572498,45.671898,157492000
8/1/18,2018,49.782501,50.439999,49.327499,50.375,48.362438,271742800
8/2/18,2018,50.145,52.095001,50.087502,51.8475,49.776104,249616000
8/3/18,2018,51.7575,52.185001,51.369999,51.997501,49.920124,133789600
8/6/18,2018,52,52.3125,51.767502,52.267502,50.179325,101701600
8/7/18,2018,52.330002,52.375,51.689999,51.7775,49.7089,102349600
8/8/18,2018,51.512501,51.952499,51.130001,51.8125,49.742489,90102000
8/9/18,2018,52.3825,52.445,51.799999,52.220001,50.13372,93970400
8/10/18,2018,51.84,52.275002,51.6675,51.8825,49.984398,98444800
8/13/18,2018,52.327499,52.737499,51.924999,52.217499,50.307137,103563600
8/14/18,2018,52.540001,52.639999,52.064999,52.4375,50.519104,82992000
8/15/18,2018,52.305,52.685001,52.0825,52.560001,50.637108,115230400
8/16/18,2018,52.9375,53.452499,52.8675,53.330002,51.378944,114001600
8/17/18,2018,53.360001,54.487499,53.290001,54.395,52.404972,141708000
8/20/18,2018,54.525002,54.794998,53.7775,53.865002,51.894371,121150800
8/21/18,2018,54.200001,54.297501,53.5075,53.759998,51.793201,104639200
8/22/18,2018,53.525002,54.09,53.459999,53.762501,51.795612,76072400
8/23/18,2018,53.662498,54.262501,53.650002,53.872501,51.901596,75532800
8/24/18,2018,54.150002,54.224998,53.7775,54.040001,52.062965,73905600
8/27/18,2018,54.287498,54.685001,54.0825,54.485001,52.491695,82100400
8/28/18,2018,54.752499,55.134998,54.73,54.924999,52.915588,91107200
8/29/18,2018,55.037498,55.872501,54.852501,55.744999,53.705589,109019200
8/30/18,2018,55.8125,57.064999,55.599998,56.2575,54.199337,195175200
8/31/18,2018,56.627499,57.217499,56.5,56.907501,54.825558,173360400
9/4/18,2018,57.102501,57.294998,56.657501,57.09,55.001385,109560400
9/5/18,2018,57.247501,57.4175,56.275002,56.717499,54.642513,133332000
9/6/18,2018,56.557499,56.837502,55.325001,55.775002,53.734489,137160000
9/7/18,2018,55.462502,56.342499,55.177502,55.325001,53.300949,150479200
9/10/18,2018,55.237499,55.462502,54.1175,54.5825,52.585613,158066000
9/11/18,2018,54.502499,56.075001,54.139999,55.962502,53.915127,142996000
9/12/18,2018,56.235001,56.25,54.959999,55.267502,53.245564,197114800
9/13/18,2018,55.880001,57.087502,55.642502,56.602501,54.531712,166825600
9/14/18,2018,56.4375,56.709999,55.630001,55.959999,53.91272,127997200
9/17/18,2018,55.537498,55.737499,54.317501,54.470001,52.47723,148780400
9/18/18,2018,54.447498,55.462502,54.279999,54.560001,52.563946,126286800
9/19/18,2018,54.625,54.904999,53.825001,54.592499,52.595242,108495200
9/20/18,2018,55.060001,55.57,54.787498,55.0075,52.995064,106435200
9/21/18,2018,55.195,55.34,54.322498,54.415001,52.424248,384986800
9/24/18,2018,54.205002,55.314999,54.157501,55.197498,53.178112,110773600
9/25/18,2018,54.9375,55.705002,54.924999,55.547501,53.515316,98217600
9/26/18,2018,55.25,55.9375,54.939999,55.105,53.089001,95938800
9/27/18,2018,55.955002,56.610001,55.884998,56.237499,54.180077,120724800
9/28/18,2018,56.197498,56.459999,56.005001,56.435001,54.370346,91717600
10/1/18,2018,56.987499,57.355,56.587502,56.814999,54.736446,94403200
10/2/18,2018,56.8125,57.5,56.657501,57.32,55.222969,99152800
10/3/18,2018,57.512501,58.3675,57.445,58.017502,55.894939,114619200
10/4/18,2018,57.695,58.087502,56.682499,56.997501,54.912258,128168000
10/5/18,2018,56.990002,57.102501,55.145,56.072498,54.021107,134322000
10/8/18,2018,55.552502,56.200001,55.049999,55.942501,53.895859,118655600
10/9/18,2018,55.91,56.817501,55.5625,56.717499,54.642513,107564000
10/10/18,2018,56.365002,56.587502,54.012501,54.09,52.111137,167962400
10/11/18,2018,53.630001,54.875,53.080002,53.612499,51.6511,212497600
10/12/18,2018,55.105,55.720001,54.209999,55.5275,53.496044,161351600
10/15/18,2018,55.290001,55.4575,54.317501,54.34,52.35199,123164000
10/16/18,2018,54.732498,55.747501,54.189999,55.537498,53.505669,116736000
10/17/18,2018,55.575001,55.66,54.834999,55.297501,53.274456,91541600
10/18/18,2018,54.465,54.935001,53.25,54.005001,52.029255,130325200
10/19/18,2018,54.514999,55.314999,54.357498,54.827499,52.821651,132314800
10/22/18,2018,54.947498,55.84,54.735001,55.162498,53.144394,115168400
10/23/18,2018,53.9575,55.8125,53.674999,55.682499,53.645378,155071200
10/24/18,2018,55.650002,56.057499,53.634998,53.772499,51.805252,163702000
10/25/18,2018,54.427502,55.345001,54.1875,54.950001,52.939674,119423200
10/26/18,2018,53.974998,55.047501,53.1675,54.075001,52.096684,189033600
10/29/18,2018,54.797501,54.922501,51.522499,53.060001,51.11882,183742000
10/30/18,2018,52.787498,53.794998,52.317501,53.325001,51.374115,146640000
10/31/18,2018,54.220001,55.112499,54.154999,54.715,52.713276,153435600
11/1/18,2018,54.762501,55.59,54.202499,55.555,53.522541,233292800
11/2/18,2018,52.387501,53.412498,51.357498,51.869999,49.972363,365314800
11/5/18,2018,51.075001,51.0975,49.5425,50.397499,48.55373,264654800
11/6/18,2018,50.48,51.18,50.422501,50.942501,49.078785,127531600
11/7/18,2018,51.4925,52.514999,51.032501,52.487499,50.567257,133697600
11/8/18,2018,52.494999,52.529999,51.6875,52.122501,50.390831,101450400
11/9/18,2018,51.387501,51.502499,50.5625,51.1175,49.419216,137463200
11/12/18,2018,49.75,49.962502,48.447498,48.5425,46.929768,204542000
11/13/18,2018,47.907501,49.294998,47.862499,48.057499,46.460873,187531600
11/14/18,2018,48.474998,48.619999,46.482498,46.700001,45.148479,243204000
11/15/18,2018,47.0975,47.9925,46.724998,47.852501,46.262688,185915200
11/16/18,2018,47.625,48.7425,47.365002,48.3825,46.77507,147713200
11/19/18,2018,47.5,47.674999,46.247501,46.465,44.92128,167701200
11/20/18,2018,44.592499,45.3675,43.877499,44.244999,42.77504,271300800
11/21/18,2018,44.932499,45.067501,44.137501,44.195,42.726696,124496800
11/23/18,2018,43.735001,44.150002,43.025002,43.072498,41.641502,94496000
11/26/18,2018,43.560001,43.737499,42.564999,43.654999,42.204647,179994000
11/27/18,2018,42.877499,43.692501,42.720001,43.560001,42.112797,165549600
11/28/18,2018,44.182499,45.322498,43.732498,45.235001,43.732147,184250000
11/29/18,2018,45.665001,45.700001,44.424999,44.887501,43.396198,167080000
11/30/18,2018,45.072498,45.0825,44.2575,44.645,43.161755,158126000
12/3/18,2018,46.115002,46.235001,45.302502,46.205002,44.669922,163210000
12/4/18,2018,45.237499,45.5975,44.067501,44.172501,42.704945,165377200
12/6/18,2018,42.939999,43.695,42.605,43.68,42.228813,172393600
12/7/18,2018,43.372501,43.622501,42.075001,42.122501,40.723057,169126400
12/10/18,2018,41.25,42.522499,40.8325,42.400002,40.991341,248104000
12/11/18,2018,42.915001,42.947498,41.75,42.157501,40.756897,189126800
12/12/18,2018,42.599998,42.98,42.255001,42.275002,40.870499,142510800
12/13/18,2018,42.622501,43.142502,42.387501,42.737499,41.317627,127594400
12/14/18,2018,42.25,42.27,41.32,41.369999,39.995556,162814800
12/17/18,2018,41.362499,42.087502,40.682499,40.985001,39.623348,177151600
12/18/18,2018,41.345001,41.8825,41.0975,41.517502,40.138157,135366000
12/19/18,2018,41.5,41.862499,39.772499,40.2225,38.886181,196189200
12/20/18,2018,40.099998,40.5275,38.825001,39.2075,37.904907,259092000
12/21/18,2018,39.215,39.540001,37.407501,37.682499,36.430573,382978400
12/24/18,2018,37.037498,37.887501,36.647499,36.7075,35.487961,148676800
12/26/18,2018,37.075001,39.307499,36.68,39.2925,37.987076,234330000
12/27/18,2018,38.959999,39.192501,37.517502,39.037498,37.740551,212468400
12/28/18,2018,39.375,39.630001,38.637501,39.057499,37.759884,169165600
12/31/18,2018,39.6325,39.84,39.119999,39.435001,38.12484,140014000
1/2/19,2019,38.7225,39.712502,38.557499,39.48,38.16835,148158800
1/3/19,2019,35.994999,36.43,35.5,35.547501,34.366501,365248800
1/4/19,2019,36.1325,37.137501,35.950001,37.064999,35.83358,234428400
1/7/19,2019,37.174999,37.2075,36.474998,36.982498,35.753819,219111200
1/8/19,2019,37.389999,37.955002,37.130001,37.6875,36.435406,164101200
1/9/19,2019,37.822498,38.6325,37.407501,38.327499,37.054138,180396400
1/10/19,2019,38.125,38.4925,37.715,38.450001,37.172569,143122800
1/11/19,2019,38.220001,38.424999,37.877499,38.072498,36.807606,108092800
1/14/19,2019,37.712502,37.817501,37.305,37.5,36.254135,129756800
1/15/19,2019,37.567501,38.3475,37.512501,38.267502,36.996132,114843600
1/16/19,2019,38.27,38.970001,38.25,38.735001,37.448097,122278800
1/17/19,2019,38.549999,39.415001,38.314999,38.965,37.67046,119284800
1/18/19,2019,39.375,39.470001,38.994999,39.205002,37.902489,135004000
1/22/19,2019,39.102501,39.182499,38.154999,38.325001,37.05172,121576000
1/23/19,2019,38.537498,38.785,37.924999,38.48,37.201572,92522400
1/24/19,2019,38.5275,38.619999,37.935001,38.174999,36.9067,101766000
1/25/19,2019,38.869999,39.532501,38.580002,39.439999,38.129677,134142000
1/28/19,2019,38.947498,39.0825,38.415001,39.075001,37.77681,104768400
1/29/19,2019,39.0625,39.532501,38.5275,38.669998,37.385262,166348800
1/30/19,2019,40.8125,41.537498,40.057499,41.3125,39.93996,244439200
1/31/19,2019,41.5275,42.25,41.139999,41.610001,40.227577,162958400
2/1/19,2019,41.740002,42.244999,41.482498,41.630001,40.246922,130672400
2/4/19,2019,41.852501,42.915001,41.82,42.8125,41.390137,125982000
2/5/19,2019,43.215,43.77,43.087502,43.544998,42.098297,144406400
2/6/19,2019,43.662498,43.892502,43.212502,43.560001,42.112797,112958400
2/7/19,2019,43.099998,43.485001,42.584999,42.735001,41.315212,126966800
2/8/19,2019,42.247501,42.665001,42.105,42.602501,41.363758,95280000
2/11/19,2019,42.762501,42.802502,42.3125,42.357498,41.125877,83973600
2/12/19,2019,42.525002,42.75,42.424999,42.7225,41.48027,89134000
2/13/19,2019,42.8475,43.119999,42.48,42.544998,41.307919,89960800
2/14/19,2019,42.427502,42.814999,42.345001,42.700001,41.458416,87342800
2/15/19,2019,42.8125,42.924999,42.4375,42.605,41.36618,98507200
2/19/19,2019,42.427502,42.860001,42.372501,42.732498,41.489971,75891200
2/20/19,2019,42.797501,43.330002,42.747501,43.0075,41.756973,104457600
2/21/19,2019,42.950001,43.092499,42.575001,42.764999,41.521534,68998800
2/22/19,2019,42.895,43.25,42.845001,43.2425,41.985153,75652800
2/25/19,2019,43.540001,43.967499,43.487499,43.557499,42.290985,87493600
2/26/19,2019,43.427502,43.825001,43.2925,43.5825,42.315262,68280800
2/27/19,2019,43.302502,43.75,43.182499,43.717499,42.446335,111341600
2/28/19,2019,43.580002,43.727501,43.23,43.287498,42.028843,112861600
3/1/19,2019,43.57,43.787498,43.2225,43.7425,42.470608,103544800
3/4/19,2019,43.922501,44.4375,43.4925,43.962502,42.6842,109744800
3/5/19,2019,43.985001,44,43.634998,43.8825,42.606537,78949600
